,Classe,Chapeau,Surface Chapeau,Couleur Chapeau,bruises,Odeur,Lamelles,Espacement des lamelles,Taille des lamelles,Couleur des lamelles,Tige,Surface au dessus de anneau,Surface sous anneau,Couleur sur anneau,Couleur sous anneau,Couleur du voile,Nombre anneaux,Type anneau,Coleur des spores,Population,Habitat
142,Comestible,,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Urbains
143,Comestible,Plat,Ecailleux,Marron,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Solitaire,Chemins
144,Comestible,Convexe,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Herbes
145,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
146,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
147,Comestible,Convexe,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
148,Comestible,Cloche,Lisse,Jaune,True,Anis,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Herbes
149,Comestible,Cloche,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
150,Comestible,Convexe,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
151,Comestible,Convexe,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
152,Comestible,Convexe,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
153,Comestible,,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
154,Comestible,Convexe,Lisse,Blanc,True,Amande,Libre,Eloigné,Etroit,Blanc,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Violet,Plusieurs,Bois
155,Comestible,Convexe,Ecailleux,Marron,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
156,Comestible,Cloche,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
157,Comestible,Convexe,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
158,Comestible,Cloche,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Prés
159,Comestible,Cloche,Lisse,Jaune,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
160,Comestible,Cloche,Lisse,Jaune,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Prés
161,Comestible,Cloche,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Herbes
162,Comestible,Convexe,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Urbains
163,Comestible,Plat,Ecailleux,Marron,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Herbes
164,Comestible,Convexe,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
165,Comestible,Plat,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Chemins
166,Comestible,Cloche,Lisse,Blanc,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
167,Comestible,Cloche,Lisse,Blanc,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Prés
168,Comestible,Convexe,Ecailleux,Marron,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Solitaire,Herbes
169,Comestible,Cloche,Lisse,Blanc,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
170,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Proche,Etroit,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Urbains
171,Comestible,Cloche,Lisse,Jaune,True,Anis,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
172,Comestible,Convexe,Fibreux,Jaune,True,Anis,Libre,Eloigné,Etroit,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Violet,Plusieurs,Bois
173,Comestible,Cloche,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
174,Comestible,Plat,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Rose,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
175,Comestible,Cloche,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
176,Comestible,Cloche,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
177,Comestible,Cloche,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
178,Comestible,Convexe,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
179,Comestible,Cloche,Lisse,Jaune,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
180,Toxique,Convexe,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Urbains
181,Comestible,,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Urbains
182,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
183,Comestible,Convexe,Lisse,Jaune,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Prés
184,Comestible,Plat,Ecailleux,Marron,True,Amande,Libre,Proche,Large,Rose,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Chemins
185,Toxique,Convexe,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
186,Comestible,Cloche,Lisse,Blanc,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Prés
187,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
188,Comestible,Cloche,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
189,Comestible,Convexe,Ecailleux,Marron,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Chemins
190,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
191,Comestible,Convexe,Lisse,Blanc,True,Anis,Libre,Eloigné,Etroit,Blanc,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
192,Comestible,Cloche,Lisse,Blanc,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Prés
193,Comestible,Plat,Lisse,Jaune,True,Amande,Libre,Eloigné,Etroit,Blanc,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
194,Comestible,Convexe,Lisse,Jaune,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
195,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Proche,Etroit,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Urbains
196,Comestible,Cloche,Lisse,Jaune,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
197,Comestible,Convexe,Lisse,Blanc,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
198,Comestible,Convexe,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Prés
199,Comestible,Plat,Lisse,Blanc,True,Amande,Libre,Eloigné,Etroit,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
200,Comestible,Convexe,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
201,Comestible,Cloche,Lisse,Blanc,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
202,Comestible,Convexe,Lisse,Blanc,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Herbes
203,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
204,Comestible,Plat,Ecailleux,Marron,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Solitaire,Chemins
205,Toxique,Convexe,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Urbains
206,Comestible,Cloche,Lisse,Blanc,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
207,Comestible,Cloche,Lisse,Blanc,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Prés
208,Comestible,Cloche,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
209,Comestible,Cloche,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Herbes
210,Comestible,Convexe,Lisse,Jaune,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
211,Comestible,Cloche,Lisse,Blanc,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
212,Comestible,Convexe,Fibreux,Jaune,True,Amande,Libre,Eloigné,Etroit,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
213,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Proche,Etroit,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Urbains
214,Comestible,Plat,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
215,Comestible,Cloche,Lisse,Blanc,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
216,Comestible,Convexe,Lisse,Jaune,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
217,Comestible,Convexe,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
218,Comestible,Convexe,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
219,Comestible,,Fibreux,Gris,False,Aucune,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Urbains
220,Comestible,Convexe,Lisse,Blanc,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
221,Toxique,Convexe,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
222,Comestible,Convexe,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
223,Comestible,Plat,Fibreux,Blanc,True,Amande,Libre,Eloigné,Etroit,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
224,Comestible,Convexe,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
225,Comestible,Cloche,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
226,Comestible,Convexe,Lisse,Blanc,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
227,Comestible,Convexe,Lisse,Jaune,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
228,Toxique,Convexe,Ecailleux,Marron,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
229,Comestible,Cloche,Lisse,Jaune,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
230,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Proche,Etroit,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Solitaire,Urbains
231,Toxique,Convexe,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Urbains
232,Comestible,Convexe,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Chemins
233,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
234,Comestible,Cloche,Lisse,Blanc,True,Anis,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
235,Comestible,Convexe,Fibreux,Blanc,True,Anis,Libre,Eloigné,Etroit,Blanc,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
236,Comestible,Convexe,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
237,Comestible,Cloche,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
238,Comestible,Convexe,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
239,Comestible,Plat,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Rose,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Chemins
240,Comestible,Plat,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Solitaire,Chemins
241,Comestible,Convexe,Lisse,Blanc,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
242,Comestible,Convexe,Lisse,Blanc,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
243,Toxique,Convexe,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
244,Comestible,Plat,Fibreux,Blanc,True,Amande,Libre,Eloigné,Etroit,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Violet,Plusieurs,Bois
245,Comestible,Convexe,Lisse,Blanc,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
246,Comestible,Convexe,Lisse,Blanc,True,Anis,Libre,Eloigné,Etroit,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Violet,Plusieurs,Bois
247,Comestible,Convexe,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Prés
248,Comestible,Plat,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Solitaire,Chemins
249,Comestible,Convexe,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
250,Comestible,Plat,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Herbes
251,Toxique,Convexe,Lisse,Marron,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
252,Comestible,,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Urbains
253,Comestible,Cloche,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Prés
254,Comestible,Cloche,Lisse,Blanc,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
255,Comestible,Cloche,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
256,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Urbains
257,Comestible,Convexe,Lisse,Blanc,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
258,Comestible,Cloche,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Herbes
259,Comestible,Cloche,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
260,Comestible,Plat,Ecailleux,Marron,True,Anis,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
261,Toxique,Convexe,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Herbes
262,Comestible,Convexe,Lisse,Blanc,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
263,Comestible,Convexe,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Prés
264,Comestible,Plat,Fibreux,Blanc,True,Anis,Libre,Eloigné,Etroit,Blanc,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Violet,Plusieurs,Bois
265,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Proche,Etroit,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
266,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
267,Comestible,Convexe,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Prés
268,Comestible,Cloche,Lisse,Blanc,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Prés
269,Toxique,Plat,Ecailleux,Marron,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Urbains
270,Comestible,Convexe,Lisse,Blanc,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
271,Toxique,Plat,Lisse,Marron,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
272,Comestible,Convexe,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
273,Comestible,Convexe,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
274,Comestible,Plat,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Chemins
275,Comestible,Convexe,Ecailleux,Marron,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Chemins
276,Comestible,Plat,Ecailleux,Marron,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Herbes
277,Comestible,Convexe,Ecailleux,Blanc,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
278,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
279,Comestible,Convexe,Lisse,Jaune,True,Anis,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
280,Toxique,Convexe,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
281,Comestible,Cloche,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Prés
282,Comestible,,Fibreux,Marron,False,Aucune,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Urbains
283,Comestible,Convexe,Lisse,Jaune,True,Anis,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Prés
284,Comestible,Cloche,Ecailleux,Blanc,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
285,Comestible,Plat,Ecailleux,Marron,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
